0.0,Washington,7,295.20795,43.58639,0.0
1.1114273127586651,Washington,8,294.24408,43.73395,5.629759E-9
1.9159792667469446,Washington,6,293.63293,43.92735,9.418114E-6
2.177001953125,Arizona,9,299.28247,42.99221,0.0
2.7741090576079728,Colorado,9,292.49283,49.394108,2.2477255E-7
2.95454788802378,Oregon,8,294.70605,39.359966,5.943702E-9
3.787537292901675,Oregon,9,291.4175,36.90441,6.718079E-7
4.131107330322266,Arizona,6,300.92194,46.58578,0.0
4.7944592247549735,Colorado,6,294.16608,53.087654,5.2387768E-5
5.462635040283203,Florida,10,297.70786,22.503584,0.0
7.41302490234375,Florida,12,294.12573,20.871851,0.0
7.459134939297996,Oregon,6,293.94556,43.104053,1.7911046E-6
9.998222351074219,Colorado,8,295.008,59.13339,5.3883333E-8
11.13155746459961,Oregon,7,295.20505,48.03597,0.0
13.540735335570176,Florida,11,296.04956,28.92339,9.08192E-8
15.236753463745117,Florida,5,300.0827,34.65255,0.0
15.949077606201172,Arizona,7,301.45947,58.941288,0.0
16.243880211123724,Arizona,10,291.98993,49.76654,6.6149323E-6
16.48865891932241,Florida,3,294.2637,30.085455,1.4293116E-8
16.94835086449166,Arizona,5,292.56277,51.04382,4.3827138E-5
17.698376147123355,Colorado,7,295.26694,67.09248,4.991024E-7
25.243967056274414,Florida,4,297.6622,42.23926,0.0
32.69383239746094,Florida,9,301.53876,53.565685,0.0
